Id,Label,timeset,d0,indegree,outdegree,degree
Yegor Titov,Yegor Titov,,0,9,84,93
Earnie Stewart,Earnie Stewart,,0,11,0,11
Japan National Stadium,Japan National Stadium,,0,14,0,14
1994–95 La Liga,1994–95 La Liga,,0,7,0,7
Football At The 2012 Summer Olympics – Men'S Tournament,Football At The 2012 Summer Olympics – Men'S Tournament,,0,10,0,10
Juan Carlos Lorenzo,Juan Carlos Lorenzo,,0,4,0,4
Donghae City,Donghae City,,0,7,0,7
Guadeloupe,Guadeloupe,,0,4,0,4
Garcia Report,Garcia Report,,0,23,0,23
Michel Zen-Ruffinen,Michel Zen-Ruffinen,,0,16,0,16
2021 Africa Cup Of Nations Knockout Stage,2021 Africa Cup Of Nations Knockout Stage,,0,4,0,4
Copa América De Futsal,Copa América De Futsal,,0,11,0,11
Massimo Moratti,Massimo Moratti,,0,5,0,5
2010 Fifa World Cup Group B,2010 Fifa World Cup Group B,,0,13,0,13
Northern Ireland National Football Team,Northern Ireland National Football Team,,0,81,0,81
Gianluca Pagliuca,Gianluca Pagliuca,,0,12,0,12
2019–20 Concacaf Nations League,2019–20 Concacaf Nations League,,0,4,0,4
1998–99 La Liga,1998–99 La Liga,,0,6,0,6
Mario Sánchez Yanten,Mario Sánchez Yanten,,0,8,0,8
Shiga Prefecture,Shiga Prefecture,,0,8,0,8
Trinidad And Tobago Football Federation,Trinidad And Tobago Football Federation,,0,5,155,160
Football At The 1973 All-Africa Games,Football At The 1973 All-Africa Games,,0,4,0,4
Namibia,Namibia,,0,8,0,8
Dragoslav Šekularac,Dragoslav Šekularac,,0,6,0,6
Yokohama Line,Yokohama Line,,0,4,0,4
Carlos Secretário,Carlos Secretário,,0,5,0,5
Kim Milton Nielsen,Kim Milton Nielsen,,0,43,285,328
Korea Dpr National Football Team,Korea Dpr National Football Team,,0,5,0,5
Sparta Stadion Het Kasteel,Sparta Stadion Het Kasteel,,0,10,0,10
Diego Simeone,Diego Simeone,,0,11,0,11
Varsity Stadium,Varsity Stadium,,0,10,0,10
1967 European Cup Final,1967 European Cup Final,,0,9,0,9
Paweł Kryszałowicz,Paweł Kryszałowicz,,0,6,46,52
Ryszard Wójcik,Ryszard Wójcik,,0,8,0,8
Lúcio,Lúcio,,0,15,0,15
Confucianism,Confucianism,,0,5,0,5
Here Come The Good Times,Here Come The Good Times,,0,6,0,6
Paolo Casarin,Paolo Casarin,,0,4,0,4
2006 Fifa World Cup Group D,2006 Fifa World Cup Group D,,0,11,0,11
Essam Abdel-Fatah,Essam Abdel-Fatah,,0,8,0,8
Pape Thiaw,Pape Thiaw,,0,9,36,45
Ivory Coast,Ivory Coast,,0,20,0,20
Dmitri Kirichenko,Dmitri Kirichenko,,0,4,0,4
Hamburg,Hamburg,,0,16,0,16
David Speedie,David Speedie,,0,4,0,4
United States Soccer League System,United States Soccer League System,,0,4,0,4
Harvard Stadium,Harvard Stadium,,0,9,0,9
Amsterdam,Amsterdam,,0,19,0,19
José Luís Vidigal,José Luís Vidigal,,0,5,0,5
Yuya Osako,Yuya Osako,,0,9,0,9
Colombia,Colombia,,0,52,0,52
Bloemfontein,Bloemfontein,,0,5,0,5
Suginami,Suginami,,0,8,0,8
Fifa World Cup Trophy,Fifa World Cup Trophy,,0,102,256,358
Arjen Robben,Arjen Robben,,0,28,0,28
United States National Men'S Soccer Team,United States National Men'S Soccer Team,,0,5,0,5
Pop Music,Pop Music,,0,4,0,4
Yordan Letchkov,Yordan Letchkov,,0,5,0,5
World Xi,World Xi,,0,4,0,4
Kosovo,Kosovo,,0,6,0,6
Yugoslavia Olympic Football Team,Yugoslavia Olympic Football Team,,0,4,0,4
Danish 2Nd Division,Danish 2Nd Division,,0,4,0,4
Brazil V Poland (1938 Fifa World Cup),Brazil V Poland (1938 Fifa World Cup),,0,7,0,7
1974 Asian Games,1974 Asian Games,,0,4,0,4
Soccer City,Soccer City,,0,7,0,7
Live It Up (Nicky Jam Song),Live It Up (Nicky Jam Song),,0,13,0,13
Venevisión,Venevisión,,0,6,0,6
René Henriksen,René Henriksen,,0,6,0,6
Mats Hummels,Mats Hummels,,0,14,0,14
2025 World Athletics Championships,2025 World Athletics Championships,,0,4,0,4
Scottish Professional Football League,Scottish Professional Football League,,0,4,0,4
Júnior Díaz,Júnior Díaz,,0,7,0,7
Determining The Outcome Of A Match (Association Football),Determining The Outcome Of A Match (Association Football),,0,5,0,5
2014 Fifa World Cup Qualification – Uefa Second Round,2014 Fifa World Cup Qualification – Uefa Second Round,,0,4,0,4
1999 Fifa Women'S World Cup,1999 Fifa Women'S World Cup,,0,12,0,12
Mediterranean Futsal Cup,Mediterranean Futsal Cup,,0,6,0,6
Nicolai Jørgensen,Nicolai Jørgensen,,0,5,0,5
Fifa Women'S World Cup,Fifa Women'S World Cup,,0,27,0,27
2026 Fifa World Cup Qualification (Uefa),2026 Fifa World Cup Qualification (Uefa),,0,4,0,4
"Austin, Texas","Austin, Texas",,0,7,0,7
Globe Soccer Awards,Globe Soccer Awards,,0,5,0,5
Aruna Dindane,Aruna Dindane,,0,4,0,4
Philips Stadion,Philips Stadion,,0,6,0,6
Wk League,Wk League,,0,5,0,5
Northern Ireland At The Fifa World Cup,Northern Ireland At The Fifa World Cup,,0,8,0,8
Ismaïla Sarr,Ismaïla Sarr,,0,6,0,6
Alan Mullery,Alan Mullery,,0,7,0,7
Anguilla National Football Team,Anguilla National Football Team,,0,12,0,12
1986 Fifa World Cup Qualification (Uefa–Ofc Play-Off),1986 Fifa World Cup Qualification (Uefa–Ofc Play-Off),,0,4,0,4
Eden Hazard,Eden Hazard,,0,17,0,17
Iraq Women'S National Football Team,Iraq Women'S National Football Team,,0,6,0,6
Andreas Köpke,Andreas Köpke,,0,8,0,8
As Saint-Étienne,As Saint-Étienne,,0,4,0,4
"Anyang, Gyeonggi","Anyang, Gyeonggi",,0,8,0,8
Sérgio Conceição,Sérgio Conceição,,0,10,0,10
Andalusia,Andalusia,,0,6,0,6
George Cohen,George Cohen,,0,9,0,9
Shout For England,Shout For England,,0,5,0,5
Summer Olympic Games,Summer Olympic Games,,0,11,0,11
2018 Fifa U-17 Women'S World Cup,2018 Fifa U-17 Women'S World Cup,,0,5,0,5
Kyocera,Kyocera,,0,5,0,5
Basketball,Basketball,,0,18,0,18
Willy Roy,Willy Roy,,0,4,0,4
Goleo And Pille,Goleo And Pille,,0,6,0,6
Fevzi Tuncay,Fevzi Tuncay,,0,7,0,7
Sport In South Korea,Sport In South Korea,,0,5,0,5
Lansdowne Road,Lansdowne Road,,0,5,0,5
Gonzalo Vargas,Gonzalo Vargas,,0,5,0,5
Arab Cup U-17,Arab Cup U-17,,0,5,0,5
Ally Mccoist,Ally Mccoist,,0,7,0,7
Danny Blind,Danny Blind,,0,10,0,10
Fc Bayern Munich,Fc Bayern Munich,,0,37,0,37
Uefa Euro 2012,Uefa Euro 2012,,0,50,0,50
Bruce Grobbelaar,Bruce Grobbelaar,,0,4,0,4
2003 Intercontinental Cup,2003 Intercontinental Cup,,0,8,0,8
Football At The Pan Arab Games,Football At The Pan Arab Games,,0,46,0,46
Mario Balotelli,Mario Balotelli,,0,9,0,9
1993 Intercontinental Cup,1993 Intercontinental Cup,,0,5,0,5
Dino Zoff,Dino Zoff,,0,30,0,30
Kuwait National Football Team,Kuwait National Football Team,,0,44,0,44
Forbes,Forbes,,0,12,0,12
Paraguayan Football Association,Paraguayan Football Association,,0,30,277,307
Berlin Wall,Berlin Wall,,0,5,0,5
Clint Dempsey,Clint Dempsey,,0,24,0,24
Atlas F.C.,Atlas F.C.,,0,6,0,6
Football At The 1975 Mediterranean Games,Football At The 1975 Mediterranean Games,,0,4,0,4
1970 Fifa World Cup Qualification,1970 Fifa World Cup Qualification,,0,97,338,435
Alexander Domínguez,Alexander Domínguez,,0,4,0,4
Kookmin Bank,Kookmin Bank,,0,2,13,15
Savo Milošević,Savo Milošević,,0,4,0,4
Rio Grande Do Sul,Rio Grande Do Sul,,0,6,0,6
Émile Mpenza,Émile Mpenza,,0,4,0,4
Stephan Lichtsteiner,Stephan Lichtsteiner,,0,6,0,6
Vincent Janssen,Vincent Janssen,,0,4,0,4
Football In Uruguay,Football In Uruguay,,0,7,0,7
Alberto Tarantini,Alberto Tarantini,,0,6,0,6
National Premier League,National Premier League,,0,4,0,4
Kim Young-Gwon,Kim Young-Gwon,,0,8,0,8
Sinha (Footballer),Sinha (Footballer),,0,9,0,9
Abc News,Abc News,,0,8,0,8
Concacaf Nations League,Concacaf Nations League,,0,45,0,45
2019 Afc Asian Cup Squads,2019 Afc Asian Cup Squads,,0,4,0,4
France 1998 Fifa World Cup Bid,France 1998 Fifa World Cup Bid,,0,6,0,6
Niedersachsenstadion,Niedersachsenstadion,,0,6,0,6
Colombia Women'S National Under-20 Football Team,Colombia Women'S National Under-20 Football Team,,0,12,0,12
Willy Van De Kerkhof,Willy Van De Kerkhof,,0,23,0,23
Andorran Football Federation,Andorran Football Federation,,0,21,0,21
Vasilis Torosidis,Vasilis Torosidis,,0,5,0,5
John Souza,John Souza,,0,5,0,5
Bursa,Bursa,,0,4,0,4
1960 European Cup Final,1960 European Cup Final,,0,9,0,9
Ståle Solbakken,Ståle Solbakken,,0,4,0,4
Mahmoud El Khatib,Mahmoud El Khatib,,0,4,0,4
Mauritania Women'S National Football Team,Mauritania Women'S National Football Team,,0,9,0,9
Guillermo Stabile,Guillermo Stabile,,0,5,0,5
2022 Fifa World Cup Qualification (Concacaf),2022 Fifa World Cup Qualification (Concacaf),,0,6,0,6
William Martínez (Footballer),William Martínez (Footballer),,0,9,0,9
Arab Women'S Cup,Arab Women'S Cup,,0,11,0,11
Luís Vinício,Luís Vinício,,0,6,0,6
Ernst Wilimowski,Ernst Wilimowski,,0,5,0,5
2003 Fa Community Shield,2003 Fa Community Shield,,0,4,0,4
Christian Wörns,Christian Wörns,,0,11,0,11
Yoshito Ōkubo,Yoshito Ōkubo,,0,6,0,6
Copa Bicentenario,Copa Bicentenario,,0,6,0,6
Gaelic Football,Gaelic Football,,0,5,0,5
Middlesbrough F.C.,Middlesbrough F.C.,,0,16,0,16
Ahmad Shah Of Pahang,Ahmad Shah Of Pahang,,0,4,20,24
Wim Jonk,Wim Jonk,,0,8,0,8
World University Futsal Championships,World University Futsal Championships,,0,6,0,6
Kaigan Line,Kaigan Line,,0,5,0,5
1987 European Cup Final,1987 European Cup Final,,0,9,0,9
Raúl Bravo,Raúl Bravo,,0,8,0,8
2020 Summer Olympics,2020 Summer Olympics,,0,14,0,14
Yokohama F. Marinos,Yokohama F. Marinos,,0,12,0,12
Felice Borel,Felice Borel,,0,7,0,7
Surname,Surname,,0,55,0,55
Nisshin Seifun Group,Nisshin Seifun Group,,0,4,0,4
Lee Sang-Yoon (Footballer),Lee Sang-Yoon (Footballer),,0,5,0,5
Niall Quinn,Niall Quinn,,0,10,0,10
Germany National Football Team Manager,Germany National Football Team Manager,,0,4,0,4
Patrick M'Boma,Patrick M'Boma,,0,15,328,343
Levante Ud,Levante Ud,,0,10,0,10
2022 Albirex Niigata Season,2022 Albirex Niigata Season,,0,4,0,4
Dick Nanninga,Dick Nanninga,,0,4,0,4
Iran National Football Team,Iran National Football Team,,0,97,457,554
China National Futsal Team,China National Futsal Team,,0,4,0,4
1990 Asian Winter Games,1990 Asian Winter Games,,0,4,0,4
2010 Fifa World Cup South Africa (Video Game),2010 Fifa World Cup South Africa (Video Game),,0,10,0,10
Man Of The Match,Man Of The Match,,0,8,0,8
Copa Dos Campeões,Copa Dos Campeões,,0,4,0,4
Uruguay Women'S National Football Team,Uruguay Women'S National Football Team,,0,12,0,12
Football Chant,Football Chant,,0,6,0,6
Fenerbahçe S.K. (Football),Fenerbahçe S.K. (Football),,0,15,0,15
Coronavirus Disease 2019,Coronavirus Disease 2019,,0,4,0,4
Karachi,Karachi,,0,5,0,5
Bahamas National Football Team,Bahamas National Football Team,,0,10,0,10
Voice Of America,Voice Of America,,0,6,0,6
Html,Html,,0,4,0,4
Australia National Association Football Team,Australia National Association Football Team,,0,14,0,14
Ildo Maneiro,Ildo Maneiro,,0,8,0,8
Qatar Airways,Qatar Airways,,0,6,0,6
Bob Guelker,Bob Guelker,,0,5,0,5
Football At The 1920 Summer Olympics – Men'S Team Squads,Football At The 1920 Summer Olympics – Men'S Team Squads,,0,5,0,5
2015 Copa América Final,2015 Copa América Final,,0,5,0,5
Wicca,Wicca,,0,4,0,4
Fai International Football Awards,Fai International Football Awards,,0,4,0,4
2003 Fifa Confederations Cup Final,2003 Fifa Confederations Cup Final,,0,9,0,9
Australia National Futsal Team,Australia National Futsal Team,,0,4,0,4
"Kōchi, Kōchi","Kōchi, Kōchi",,0,8,0,8
André Ayew,André Ayew,,0,12,0,12
Gökdeniz Karadeniz,Gökdeniz Karadeniz,,0,6,0,6
Kasper Dolberg,Kasper Dolberg,,0,4,0,4
Fortuna Düsseldorf,Fortuna Düsseldorf,,0,5,0,5
Arnie Oliver,Arnie Oliver,,0,4,0,4
2006 Fifa World Cup Qualification (Afc),2006 Fifa World Cup Qualification (Afc),,0,7,0,7
Caid (Sport),Caid (Sport),,0,4,0,4
1993 Fifa World Youth Championship,1993 Fifa World Youth Championship,,0,4,0,4
Ashley Cole,Ashley Cole,,0,12,0,12
Hyundai Marine & Fire Insurance,Hyundai Marine & Fire Insurance,,0,2,17,19
Preben Elkjær Larsen,Preben Elkjær Larsen,,0,5,0,5
Ledley King,Ledley King,,0,4,0,4
Xabi Alonso,Xabi Alonso,,0,17,0,17
Afro-Asian Club Championship,Afro-Asian Club Championship,,0,8,0,8
Thomas Helveg,Thomas Helveg,,0,7,0,7
U.S. Città Di Palermo,U.S. Città Di Palermo,,0,4,0,4
Doordarshan,Doordarshan,,0,4,0,4
Nessun Dorma,Nessun Dorma,,0,5,0,5
Wilson Oruma,Wilson Oruma,,0,4,0,4
Switzerland 1998 Fifa World Cup Bid,Switzerland 1998 Fifa World Cup Bid,,0,6,0,6
Rabat,Rabat,,0,5,0,5
Frank Borghi,Frank Borghi,,0,4,0,4
Kieron Dyer,Kieron Dyer,,0,6,0,6
1987 Fifa World Youth Championship,1987 Fifa World Youth Championship,,0,5,0,5
Football At The 1990 Asian Games,Football At The 1990 Asian Games,,0,8,0,8
Tomokazu Myojin,Tomokazu Myojin,,0,8,0,8
Nara Prefecture,Nara Prefecture,,0,8,0,8
Renault,Renault,,0,4,0,4
Mozambique,Mozambique,,0,7,0,7
2003 K-League,2003 K-League,,0,4,0,4
Tim Krul,Tim Krul,,0,7,0,7
Leonardo Araújo,Leonardo Araújo,,0,10,0,10
Wynton Rufer,Wynton Rufer,,0,6,0,6
Hungary At The Fifa World Cup,Hungary At The Fifa World Cup,,0,9,0,9
F.C. Copenhagen,F.C. Copenhagen,,0,10,0,10
1998 Vissel Kobe Season,1998 Vissel Kobe Season,,0,6,0,6
Football At The 1979 Mediterranean Games,Football At The 1979 Mediterranean Games,,0,4,0,4
Homosexuality In Association Football,Homosexuality In Association Football,,0,6,0,6
Egao Kenko Stadium,Egao Kenko Stadium,,0,4,0,4
Hirakata,Hirakata,,0,8,0,8
Marc-Vivien Foé,Marc-Vivien Foé,,0,4,0,4
Chungju,Chungju,,0,7,0,7
Jean-Pierre Papin,Jean-Pierre Papin,,0,23,0,23
Jerusalem,Jerusalem,,0,5,0,5
Spain National Under-23 Football Team,Spain National Under-23 Football Team,,0,17,0,17
Raúl Lara,Raúl Lara,,0,8,0,8
Nicolás Burdisso,Nicolás Burdisso,,0,5,0,5
Hertha Bsc,Hertha Bsc,,0,19,0,19
Néstor Pitana,Néstor Pitana,,0,6,0,6
1998 Intercontinental Cup,1998 Intercontinental Cup,,0,6,0,6
Leonid Slutsky (Football Coach),Leonid Slutsky (Football Coach),,0,4,0,4
1998 Uefa Champions League Final,1998 Uefa Champions League Final,,0,10,0,10
Kamaishi Recovery Memorial Stadium,Kamaishi Recovery Memorial Stadium,,0,13,0,13
West Germany V Austria (1982),West Germany V Austria (1982),,0,4,0,4
Roberto Pruzzo,Roberto Pruzzo,,0,8,0,8
Angola National Football Team,Angola National Football Team,,0,45,0,45
Andrés Duarte,Andrés Duarte,,0,5,0,5
Peter Reid,Peter Reid,,0,4,0,4
2018 Albirex Niigata Season,2018 Albirex Niigata Season,,0,4,0,4
2013 Fifa Confederations Cup,2013 Fifa Confederations Cup,,0,44,0,44
Venezuela National Under-17 Football Team,Venezuela National Under-17 Football Team,,0,12,0,12
Brazil At The 2016 Summer Olympics,Brazil At The 2016 Summer Olympics,,0,4,0,4
England 1966 Fifa World Cup Bid,England 1966 Fifa World Cup Bid,,0,6,0,6
Somalia Women'S National Football Team,Somalia Women'S National Football Team,,0,5,0,5
Edinson Cavani,Edinson Cavani,,0,28,0,28
Kwon Chang-Hoon,Kwon Chang-Hoon,,0,4,0,4
Argentina 1978 Fifa World Cup Bid,Argentina 1978 Fifa World Cup Bid,,0,6,0,6
Wu Chengying,Wu Chengying,,0,4,0,4
"Zito (Footballer, Born 1932)","Zito (Footballer, Born 1932)",,0,10,0,10
Seoul Olympic Stadium,Seoul Olympic Stadium,,0,14,0,14
Fcsb,Fcsb,,0,5,0,5
Fifa International Referees List,Fifa International Referees List,,0,35,0,35
Italian Football Federation,Italian Football Federation,,0,102,136,238
Reinhard Stumpf,Reinhard Stumpf,,0,4,0,4
Paraguay At The Fifa World Cup,Paraguay At The Fifa World Cup,,0,9,0,9
Toby Alderweireld,Toby Alderweireld,,0,5,0,5
Uefa Euro 2008 Final,Uefa Euro 2008 Final,,0,19,0,19
Santi Cazorla,Santi Cazorla,,0,5,0,5
Northern Ireland Football League System,Northern Ireland Football League System,,0,4,0,4
1963 European Cup Final,1963 European Cup Final,,0,9,0,9
2016 African Nations Championship,2016 African Nations Championship,,0,4,0,4
North Macedonia,North Macedonia,,0,6,0,6
Riccardo Ferri,Riccardo Ferri,,0,4,0,4
Spain National Under-20 Football Team,Spain National Under-20 Football Team,,0,5,0,5
Johan Rodríguez,Johan Rodríguez,,0,8,0,8
Heiko Herrlich,Heiko Herrlich,,0,4,0,4
Streaming Media,Streaming Media,,0,4,0,4
Fifa Congress,Fifa Congress,,0,22,0,22
Sasol Women’S League,Sasol Women’S League,,0,4,0,4
History Of German Football,History Of German Football,,0,4,0,4
Football At The Mediterranean Games,Football At The Mediterranean Games,,0,50,0,50
Ray Parlour,Ray Parlour,,0,4,0,4
El País (Uruguay),El País (Uruguay),,0,5,0,5
Dmitri Alenichev,Dmitri Alenichev,,0,7,0,7
Egypt At The Fifa World Cup,Egypt At The Fifa World Cup,,0,8,0,8
Gifu,Gifu,,0,8,0,8
Samurai,Samurai,,0,6,0,6
Rahim Zafer,Rahim Zafer,,0,6,0,6
President (Corporate Title),President (Corporate Title),,0,4,0,4
Paul Aguilar,Paul Aguilar,,0,5,0,5
Jamaica At The Fifa World Cup,Jamaica At The Fifa World Cup,,0,8,0,8
Fyodor Smolov,Fyodor Smolov,,0,5,0,5
Enrico Albertosi,Enrico Albertosi,,0,10,0,10
Lars Ricken,Lars Ricken,,0,11,0,11
Indian Super League,Indian Super League,,0,6,0,6
Iwate Prefecture,Iwate Prefecture,,0,4,0,4
Football At The 2024 Summer Olympics,Football At The 2024 Summer Olympics,,0,12,0,12
2021 Uefa Nations League Finals Squads,2021 Uefa Nations League Finals Squads,,0,4,0,4
Japanese Yen,Japanese Yen,,0,11,0,11
Zimbabwe,Zimbabwe,,0,9,0,9
Uefa Euro 2004 Group C,Uefa Euro 2004 Group C,,0,7,0,7
"Córdoba, Argentina","Córdoba, Argentina",,0,4,0,4
Togo National Football Team,Togo National Football Team,,0,46,0,46
Thomas Kaminski,Thomas Kaminski,,0,5,0,5
West African Club Championship,West African Club Championship,,0,5,0,5
Ulf Kirsten,Ulf Kirsten,,0,9,0,9
Georgia (Country),Georgia (Country),,0,13,0,13
Coordinated Universal Time,Coordinated Universal Time,,0,10,0,10
Nicolás Otamendi,Nicolás Otamendi,,0,4,0,4
Ion Crăciunescu,Ion Crăciunescu,,0,5,0,5
Glen Johnson,Glen Johnson,,0,7,0,7
1987 Copa América Squads,1987 Copa América Squads,,0,6,0,6
Jesús Manuel Corona,Jesús Manuel Corona,,0,9,0,9
Secularism,Secularism,,0,5,0,5
Saransk,Saransk,,0,6,0,6
Valery Karpin,Valery Karpin,,0,7,153,160
Matthias Sindelar,Matthias Sindelar,,0,5,0,5
Juergen Sommer,Juergen Sommer,,0,5,0,5
Javier Saviola,Javier Saviola,,0,23,0,23
2004–05 Fa Premier League,2004–05 Fa Premier League,,0,5,0,5
Great Britain Olympic Football Team,Great Britain Olympic Football Team,,0,4,0,4
2005 Fifa Club World Championship Final,2005 Fifa Club World Championship Final,,0,6,0,6
Unaf Club Cup,Unaf Club Cup,,0,5,0,5
Anders Frisk,Anders Frisk,,0,40,166,206
Kuwait,Kuwait,,0,22,0,22
João Moutinho,João Moutinho,,0,6,0,6
Pew Research Center,Pew Research Center,,0,4,0,4
2018 Fifa World Cup Final,2018 Fifa World Cup Final,,0,99,361,460
Dublin,Dublin,,0,19,0,19
Afc Women'S Asian Cup,Afc Women'S Asian Cup,,0,8,0,8
Gangneung,Gangneung,,0,9,0,9
Afc Women'S Olympic Qualifying Tournament,Afc Women'S Olympic Qualifying Tournament,,0,7,0,7
Uefa Euro 1996 Group A,Uefa Euro 1996 Group A,,0,8,0,8
Brian West (Soccer),Brian West (Soccer),,0,4,0,4
Ricardo Sá Pinto,Ricardo Sá Pinto,,0,5,0,5
José María Sánchez Martínez,José María Sánchez Martínez,,0,6,0,6
Argentina Women'S National Football Team,Argentina Women'S National Football Team,,0,12,0,12
Jo Hyeon-Woo,Jo Hyeon-Woo,,0,4,0,4
Central American Football Union,Central American Football Union,,0,13,0,13
Allez Ola Olé,Allez Ola Olé,,0,5,0,5
"Jacek Zieliński (Footballer, Born 1967)","Jacek Zieliński (Footballer, Born 1967)",,0,4,0,4
2015 World Championships In Athletics,2015 World Championships In Athletics,,0,6,0,6
Soyu Stadium,Soyu Stadium,,0,4,0,4
2018 Fifa World Cup,2018 Fifa World Cup,,0,177,559,736
Džoni Novak,Džoni Novak,,0,4,0,4
Hips Don'T Lie,Hips Don'T Lie,,0,6,0,6
Manchester,Manchester,,0,14,0,14
Maarten Stekelenburg,Maarten Stekelenburg,,0,5,0,5
Gdańsk,Gdańsk,,0,4,0,4
2000 Summer Olympics,2000 Summer Olympics,,0,10,0,10
Aisha Buhari Cup,Aisha Buhari Cup,,0,7,0,7
Daniel Burley Woolfall,Daniel Burley Woolfall,,0,18,0,18
"Oakland, California","Oakland, California",,0,4,0,4
1996 Africa Cup Of Nations,1996 Africa Cup Of Nations,,0,8,0,8
Slavko Vinčić,Slavko Vinčić,,0,8,0,8
2018 Fifa World Cup Group E,2018 Fifa World Cup Group E,,0,12,0,12
Tolunay Kafkas,Tolunay Kafkas,,0,7,0,7
Éric Deflandre,Éric Deflandre,,0,6,0,6
Fifa 06,Fifa 06,,0,4,0,4
2024–25 Uefa Nations League C,2024–25 Uefa Nations League C,,0,5,0,5
U.S. Salernitana 1919,U.S. Salernitana 1919,,0,4,0,4
Chadian Football Federation,Chadian Football Federation,,0,9,0,9
Multinational Corporation,Multinational Corporation,,0,6,0,6
Vanuatu National Football Team,Vanuatu National Football Team,,0,13,0,13
Ivan Perišić,Ivan Perišić,,0,17,0,17
Carlos Bueno,Carlos Bueno,,0,4,0,4
1998 Fifa World Cup Qualification (Uefa),1998 Fifa World Cup Qualification (Uefa),,0,21,0,21
Sabino Barinaga,Sabino Barinaga,,0,5,0,5
1959 South American Championship (Argentina),1959 South American Championship (Argentina),,0,8,0,8
Wilmar Roldán,Wilmar Roldán,,0,4,0,4
Upton Park F.C.,Upton Park F.C.,,0,4,0,4
Curlie,Curlie,,0,6,0,6
King'S Cup (Thailand),King'S Cup (Thailand),,0,6,0,6
2006 Fifa World Cup Qualification (Ofc),2006 Fifa World Cup Qualification (Ofc),,0,6,0,6
Hyundai Motor Company,Hyundai Motor Company,,0,12,100,112
2007–08 Premier League,2007–08 Premier League,,0,7,0,7
Luís Fabiano,Luís Fabiano,,0,14,0,14
Uhlsport,Uhlsport,,0,4,0,4
Blackpool F.C.,Blackpool F.C.,,0,6,0,6
Giuseppe Savoldi,Giuseppe Savoldi,,0,7,0,7
Carlos Bilardo,Carlos Bilardo,,0,7,0,7
Olaf Thon,Olaf Thon,,0,6,0,6
Panama At The Fifa World Cup,Panama At The Fifa World Cup,,0,8,0,8
Aleksandr Golovin (Footballer),Aleksandr Golovin (Footballer),,0,4,0,4
Andrés Silvera,Andrés Silvera,,0,4,0,4
Senegal Premier League,Senegal Premier League,,0,4,0,4
Teresópolis,Teresópolis,,0,4,0,4
"Fuchū, Tokyo","Fuchū, Tokyo",,0,10,0,10
K-League 2002,K-League 2002,,0,6,0,6
Richart Báez,Richart Báez,,0,8,0,8
Qatar Stars League,Qatar Stars League,,0,8,0,8
"Koke (Footballer, Born 1992)","Koke (Footballer, Born 1992)",,0,5,0,5
2007 J.League Division 1,2007 J.League Division 1,,0,5,0,5
1983 European Cup Final,1983 European Cup Final,,0,9,0,9
Boca Juniors,Boca Juniors,,0,17,0,17
Utc−04:00,Utc−04:00,,0,7,0,7
Iso 8601,Iso 8601,,0,4,0,4
Brazilian Football Confederation,Brazilian Football Confederation,,0,54,201,255
Atsugi,Atsugi,,0,8,0,8
Goodison Park,Goodison Park,,0,4,0,4
Tullio Lanese,Tullio Lanese,,0,5,0,5
Football At The Youth Olympic Games,Football At The Youth Olympic Games,,0,44,0,44
Klaus Augenthaler,Klaus Augenthaler,,0,7,0,7
1986 Fifa World Cup Qualification (Uefa),1986 Fifa World Cup Qualification (Uefa),,0,8,0,8
Everywhere You Go (World Cup Song),Everywhere You Go (World Cup Song),,0,5,0,5
A. Le Coq Arena,A. Le Coq Arena,,0,4,0,4
Changwon,Changwon,,0,9,0,9
Oceania Football Confederation,Oceania Football Confederation,,0,133,660,793
Hermidio Barrantes,Hermidio Barrantes,,0,5,0,5
Jalisco,Jalisco,,0,4,0,4
2019 Concacaf Gold Cup,2019 Concacaf Gold Cup,,0,7,0,7
Eastern Orthodox Church,Eastern Orthodox Church,,0,5,0,5
Racing Club De Avellaneda,Racing Club De Avellaneda,,0,7,0,7
Football At The 1904 Summer Olympics,Football At The 1904 Summer Olympics,,0,26,0,26
Popular Music,Popular Music,,0,4,0,4
Saitama Prefecture,Saitama Prefecture,,0,11,0,11
Daejeon-Sejong-Chungnam,Daejeon-Sejong-Chungnam,,0,5,0,5
Marius Trésor,Marius Trésor,,0,20,0,20
Romanization,Romanization,,0,6,0,6
Captain (Association Football),Captain (Association Football),,0,204,0,204
2022 Fifa World Cup Qualification – Caf Third Round,2022 Fifa World Cup Qualification – Caf Third Round,,0,5,0,5
Allan Nielsen,Allan Nielsen,,0,4,0,4
Club Nacional De Football,Club Nacional De Football,,0,9,0,9
Ballon D'Or,Ballon D'Or,,0,19,0,19
Markus Babbel,Markus Babbel,,0,8,0,8
Nicaraguan Football Federation,Nicaraguan Football Federation,,0,10,0,10
Milan Rapaić,Milan Rapaić,,0,7,64,71
Joe Hart,Joe Hart,,0,6,0,6
Port Elizabeth,Port Elizabeth,,0,11,0,11
2008 Ofc Nations Cup,2008 Ofc Nations Cup,,0,4,0,4
Bosnia And Herzegovina At The Fifa World Cup,Bosnia And Herzegovina At The Fifa World Cup,,0,8,0,8
Australia,Australia,,0,84,0,84
Rugby World Cup,Rugby World Cup,,0,15,0,15
Ofc Women'S Nations Cup,Ofc Women'S Nations Cup,,0,7,0,7
Argentina 1970 Fifa World Cup Bid,Argentina 1970 Fifa World Cup Bid,,0,6,0,6
Luis Aragonés,Luis Aragonés,,0,13,0,13
